onet,onet_title,noc 2021,noc_title,noc 2016,noc 2016 title,Noc 2006,noc_title_2006
17-2199.11,Solar Energy Systems Engineers,21399,Other professional engineers,2148,"Other professional engineers, n.e.c.",C048,"Other professional engineers, n.e.c."
17-3029.00,Fuel Cell Technicians,22100,Chemical technologists and technicians,2211,Chemical technologists and technicians,C111,Chemical technologists and technicians
19-4031.00,Chemical Technicians,22100,Chemical technologists and technicians,2211,Chemical technologists and technicians,C111,Chemical technologists and technicians
19-4043.00,Geophysical Data Technicians,22101,Geological and mineral technologists and technicians,2212,Geological and mineral technologists and technicians,C112,Geological and mineral technologists and technicians
19-4043.00,Geological Sample Test Technicians,22101,Geological and mineral technologists and technicians,2212,Geological and mineral technologists and technicians,C112,Geological and mineral technologists and technicians
19-4021.00,Biological Technicians,22110,Biological technologists and technicians,2221,Biological technologists and technicians,C121,Biological technologists and technicians
45-2011.00,Agricultural Inspectors,22111,Agricultural and fish products inspectors,2222,Agricultural and fish products inspectors,C122,Agricultural and fish products inspectors
19-1031.02,Range Managers,22112,Forestry technologists and technicians,2223,Forestry technologists and technicians,C123,Forestry technologists and technicians
19-4071.00,Forest and Conservation Technicians,22112,Forestry technologists and technicians,2223,Forestry technologists and technicians,C123,Forestry technologists and technicians
33-1021.00,Forest Fire Fighting and Prevention Supervisors,22112,Forestry technologists and technicians,2223,Forestry technologists and technicians,C123,Forestry technologists and technicians
19-1031.00,Conservation Scientists,22113,Conservation and fishery officers,2224,Conservation and fishery officers,C124,Conservation and fishery officers
19-1031.00,Soil and Water Conservationists,22113,Conservation and fishery officers,2224,Conservation and fishery officers,C124,Conservation and fishery officers
19-2041.01,Climate Change Analysts,22113,Conservation and fishery officers,2224,Conservation and fishery officers,C124,Conservation and fishery officers
19-2041.02,Environmental Restoration Planners,22113,Conservation and fishery officers,2224,Conservation and fishery officers,C124,Conservation and fishery officers
19-4071.00,Forest and Conservation Technicians,22113,Conservation and fishery officers,2224,Conservation and fishery officers,C124,Conservation and fishery officers
33-3031.00,Fish and Game Wardens,22113,Conservation and fishery officers,2224,Conservation and fishery officers,C124,Conservation and fishery officers
37-3011.00,Landscaping and Groundskeeping Workers,22114,Landscape and horticulture technicians and specialists,2225,Landscape and horticulture technicians and specialists,C125,Landscape and horticulture technicians and specialists
17-3011.00,Architectural and Civil Drafters,22210,Architectural technologists and technicians,2251,Architectural technologists and technicians,C151,Architectural technologists and technicians
17-3011.00,Architectural Drafters,22210,Architectural technologists and technicians,2251,Architectural technologists and technicians,C151,Architectural technologists and technicians
17-3011.00,Civil Drafters,22210,Architectural technologists and technicians,2251,Architectural technologists and technicians,C151,Architectural technologists and technicians
27-1021.00,Commercial and Industrial Designers,22211,Industrial designers,2252,Industrial designers,C152,Industrial designers
17-3011.00,Architectural and Civil Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3011.00,Architectural Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3011.00,Civil Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3012.00,Electrical and Electronics Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3012.00,Electronic Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3012.00,Electrical Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3013.00,Mechanical Drafters,22212,Drafting technologists and technicians,2253,Drafting technologists and technicians,C153,Drafting technologists and technicians
17-3031.00,Surveying and Mapping Technicians,22213,Land survey technologists and technicians,2254,Land survey technologists and technicians,C154,Land survey technologists and technicians
17-3031.00,Surveying Technicians,22213,Land survey technologists and technicians,2254,Land survey technologists and technicians,C154,Land survey technologists and technicians
15-1299.02,Geospatial Information Scientists and Technologists,22214,Technical occupations in geomatics and meteorology,2255,Technical occupations in geomatics and meteorology,C113,Meteorological technicians
15-1299.02,Geographic Information Systems Technicians,22214,Technical occupations in geomatics and meteorology,2255,Technical occupations in geomatics and meteorology,C113,Meteorological technicians
17-3031.00,Mapping Technicians,22214,Technical occupations in geomatics and meteorology,2255,Technical occupations in geomatics and meteorology,C113,Meteorological technicians
19-4099.03,Remote Sensing Technicians,22214,Technical occupations in geomatics and meteorology,2255,Technical occupations in geomatics and meteorology,C113,Meteorological technicians
15-1244.00,Network and Computer Systems Administrators,22220,Computer network and web technicians,2281,Computer network technicians,C181,Computer network technicians
15-1299.01,Web Administrators,22220,Computer network and web technicians,2281,Computer network technicians,C181,Computer network technicians
15-1232.00,Computer User Support Specialists,22221,User support technicians,2282,User support technicians,C182,User support technicians
15-1253.00,Software Quality Assurance Engineers and Testers,22222,Information systems testing technicians,2283,Information systems testing technicians,C183,Systems testing technicians
17-3029.01,Non-Destructive Testing Specialists,22230,Non-destructive testers and inspectors,2261,Non-destructive testers and inspection technicians,C161,Non-destructive testers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",22230,Non-destructive testers and inspectors,2261,Non-destructive testers and inspection technicians,C161,Non-destructive testers and inspectors
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",22231,Engineering inspectors and regulatory officers,2262,Engineering inspectors and regulatory officers,C162,Engineering inspectors and regulatory officers
